userID,articleID
35,20
35,1568
35,463
35,2371
35,1379
35,2098
35,2122
35,477
35,1619
35,543
35,350
35,1619
35,236
35,1633
35,95
35,1127
35,2451
35,1169
35,1390
35,1891
35,384
35,384
35,139
35,1726
35,557
35,19
35,2055
35,702
35,1574
35,2052
35,1203
35,1231
35,2877
35,539
35,2471
35,1550
35,2106
35,498
35,2875
35,457
35,209
35,1004
35,2104
35,2202
35,1087
35,2098
35,2385
35,1338
35,544
35,529
35,57
35,2379
35,2055
35,971
35,1568
36,1160
36,2694
36,1719
36,2286
36,2670
36,2613
36,1260
36,2529
36,669
36,2399
36,1995
36,1587
36,242
36,1591
36,2528
36,386
36,2869
36,1762
36,1330
36,1952
36,1129
36,2528
36,1944
36,2803
36,19
36,806
36,1518
36,2529
36,2601
36,1409
36,2106
36,1078
36,1611
36,1895
36,1360
36,386
37,1349
37,1349
37,801
38,723
38,1394
38,723
38,2258
38,1394
39,2482
39,2482
39,1741
39,1741
39,652
39,652
39,1379
39,274
39,1379
39,2482
40,418
40,1123
40,1550
40,2743
40,425
40,425
40,379
40,379
40,617
40,425
40,664
40,418
40,1885
40,487
40,528
40,1160
40,418
41,425
41,418
41,19
41,368
41,243
41,1962
41,32
41,1280
41,560
41,2613
41,1432
41,1094
41,1908
41,528
41,1718
41,1544
41,2874
41,425
41,306
41,1666
41,939
41,398
41,939
41,2401
41,2785
41,184
41,1160
41,939
41,498
41,2035
41,379
41,828
41,92
41,2765
41,418
41,939
41,1931
41,668
41,2447
41,2549
41,1094
41,662
41,425
41,1718
41,828
41,1458
41,2446
41,425
41,2155
41,659
41,32
41,2844
41,939
41,2160
41,1285
41,2158
41,1665
41,713
41,347
41,2836
41,2537
41,615
41,498
41,32
41,1201
41,425
41,425
41,1550
41,1247
41,702
41,425
42,2030
43,1799
43,1642
43,1798
43,2233
43,2586
43,379
43,2711
43,2605
43,474
43,1498
43,2233
43,963
43,1067
43,390
43,232
43,774
43,885
43,2864
43,928
43,2746
43,643
43,2586
43,774
44,898
44,1936
44,2174
44,1775
44,1349
45,2495
45,2495
46,1775
46,2206
46,1665
46,32
46,1445
46,2839
46,938
46,2810
46,2210
46,32
46,32
46,2839
46,1201
46,1665
46,2602
46,2839
47,2608
47,1832
47,2396
47,2517
47,1964
47,1863
47,1375
47,1190
47,1160
47,389
47,2482
47,390
47,2482
47,2785
47,517
47,998
47,1570
47,1964
47,748
47,901
47,1964
47,2106
47,1860
47,540
47,2106
47,1060
47,501
47,986
47,2394
47,1436
47,2371
47,986
47,986
47,43
47,1799
47,1030
47,2355
47,184
47,1837
47,552
47,2371
47,529
47,748
47,1122
47,2810
47,318
47,1260
47,1375
47,2431
47,2431
47,1247
47,2785
47,1799
47,1964
47,943
47,166
47,2431
47,2095
47,2517
47,1375
47,2431
47,1964
47,1321
47,702
47,743
47,2831
47,2482
47,184
47,2482
47,2431
47,1530
47,2355
47,2482
47,207
47,1570
47,2502
47,986
47,1423
47,1169
47,2095
47,986
47,390
47,249
47,743
47,184
47,986
47,928
47,986
47,184
47,986
47,2431
47,2482
47,2160
47,830
47,2482
47,1624
47,2431
48,2584
48,2866
48,1578
48,2432
48,305
48,1425
48,1094
48,425
48,2543
48,1425
48,1908
48,2543
48,2281
48,102
48,514
48,1094
48,746
48,305
48,2122
48,1991
48,2678
48,2632
48,1528
48,305
48,2160
48,1228
48,136
48,2678
48,2702
48,652
48,1908
48,870
48,2072
48,870
48,2460
48,528
48,253
49,1492
49,265
49,2158
49,1526
49,1594
49,347
49,433
49,2030
49,1860
49,1597
49,163
49,787
49,4
49,872
49,1609
49,1210
49,2239
49,1638
49,436
49,2702
49,1431
49,938
49,735
49,1636
49,2743
49,975
49,664
49,1573
49,1529
49,1448
49,2174
49,1640
49,2810
49,145
49,1063
49,531
49,379
49,2771
49,1109
49,38
49,858
49,2375
49,2240
49,1827
50,1453
50,2476
50,1453
50,1453
51,2008
51,2763
52,830
52,2258
52,2204
52,1338
52,1573
52,1955
52,335
52,1453
52,791
52,908
52,1531
52,1459
52,2743
52,2415
52,1631
52,159
52,1860
52,658
52,2020
52,2743
52,1621
52,247
52,2656
52,1662
52,2858
52,1662
52,2555
52,2847
52,2842
52,2551
52,1860
52,209
52,2466
52,2685
52,1741
52,1025
52,1172
52,608
52,1544
52,1527
52,2537
52,661
52,858
52,2834
52,2043
52,2604
52,864
52,1500
52,2043
52,2551
52,2685
52,2656
52,2551
52,891
52,2685
52,1823
52,1544
52,2837
52,1423
52,2844
52,421
52,1650
52,892
52,2112
52,1546
52,1416
52,565
52,1717
52,2584
52,247
52,1338
52,2743
52,32
52,428
52,1338
53,1312
53,347
53,1620
53,2339
53,2666
53,817
54,973
54,498
54,368
54,1321
54,642
54,305
54,544
54,1278
54,173
54,1923
54,891
54,856
54,908
54,1111
54,852
54,1226
54,1526
54,430
54,1945
54,817
54,1267
54,826
54,119
54,1717
54,650
54,348
54,520
54,2702
54,73
54,246
54,746
54,528
54,412
54,1578
54,2104
54,1285
54,1111
54,772
54,2875
54,56
54,32
54,1542
54,1247
54,1455
54,423
54,2748
54,1515
54,1836
54,2383
54,1286
54,628
54,303
54,1218
54,858
54,2160
54,2839
54,2055
54,176
54,1533
54,1428
54,2555
54,0
54,310
54,2211
54,356
54,715
54,2340
54,2839
54,207
54,544
54,1093
54,2379
54,57
54,620
54,1638
54,818
54,2665
54,2281
54,411
54,565
54,560
54,1160
54,2030
54,159
54,1172
54,2018
54,620
54,1063
54,852
54,2494
54,2258
54,2265
54,2584
54,856
54,1680
54,2044
54,2043
54,246
54,1481
54,1063
54,32
54,1445
54,514
54,2576
54,2632
54,524
54,366
54,2252
54,56
54,245
54,1320
54,1726
54,2032
54,529
54,346
54,2283
54,327
54,1533
54,330
54,2839
54,2232
54,865
54,319
54,1667
54,2122
54,1339
54,522
54,529
54,1386
54,2022
54,246
54,104
54,1974
54,2667
54,2396
54,539
54,1160
54,127
54,2139
54,501
54,425
54,932
54,1573
54,2785
54,2834
54,821
54,577
54,618
54,2069
54,817
54,418
54,1550
54,1459
54,1564
54,2838
54,1788
54,2202
54,458
54,1987
54,1431
54,729
54,314
54,1208
54,1492
54,937
54,1111
54,2432
54,2802
54,2055
54,1497
54,80
54,1684
54,103
54,2206
54,524
54,2566
54,630
54,1375
54,1408
54,253
54,2714
54,1304
54,2052
54,1625
54,702
54,727
54,755
54,1780
54,1553
54,856
54,2722
54,2017
54,746
54,1598
54,617
54,2256
54,1500
54,2135
54,560
54,1374
54,2151
54,1589
54,2532
54,306
54,1586
54,1665
54,2042
54,2118
54,1120
54,57
54,1660
54,423
54,1685
54,458
54,2149
54,254
54,1680
54,1372
54,2197
54,2303
54,986
54,325
54,1531
54,560
54,1619
54,2523
54,1375
54,2839
54,1660
54,991
54,1978
54,659
54,1650
54,2838
54,209
54,1625
54,2606
54,75
54,2265
54,2852
54,840
54,2689
54,750
54,1349
54,2153
54,2518
54,691
54,628
54,2706
54,1542
54,2100
54,1660
54,1507
54,661
54,1666
54,497
54,1633
54,306
54,118
54,360
54,1186
54,1423
54,2134
54,2446
54,156
54,1788
54,1912
54,2678
54,1823
54,864
54,746
54,2123
54,2055
54,209
54,2017
54,2839
54,102
55,2746
55,844
55,2746
55,2263
55,2746
55,2383
55,781
55,2746
55,2746
56,1321
56,1846
56,1432
57,353
57,1578
57,2584
57,189
57,1578
57,863
57,1796
58,1546
58,2805
58,266
58,2068
58,1621
58,2068
58,1270
58,2068
58,2698
58,2357
58,1621
58,2518
58,1153
58,2698
58,2137
59,335
59,2746
59,1955
60,821
60,2281
61,2030
61,563
61,69
62,1191
62,2533
62,275
62,668
62,668
62,918
62,2265
62,668
62,668
62,1060
62,1160
62,668
62,2160
62,1932
62,1562
62,1699
62,2666
62,1699
62,2348
62,1980
62,2075
62,1547
62,701
62,2746
62,2554
62,2746
62,1547
62,415
62,1741
62,497
62,1270
62,1530
63,1559
63,17
63,2666
63,512
63,993
63,1786
63,1117
63,1117
63,1559
63,2442
63,886
63,1644
63,790
63,1914
63,1792
63,2877
63,675
63,1067
63,2746
63,2031
64,635
64,635
64,635
65,2763
65,2763
65,2104
65,2329
66,2459
66,2044
66,1849
66,609
66,1146
66,915
66,462
66,1221
66,1547
66,1489
66,2813
66,1188
66,1960
66,1966
66,1204
66,2833
66,1221
66,1385
66,552
66,1990
66,1547
66,1385
66,1221
66,915
66,16
66,902
66,1547
66,1321
66,2352
66,1188
66,1672
66,1448
66,1652
66,23
66,1161
66,2459
66,1221
66,2144
66,1161
66,1650
66,1966
66,1360
66,1331
66,1146
66,1547
66,1188
66,1514
66,980
66,1834
66,390
66,69
66,1498
66,2520
66,1161
66,1262
66,1663
66,2096
66,1321
66,2185
66,1262
66,336
66,1547
66,652
66,2459
66,822
66,1547
66,1321
66,2520
66,1990
66,2288
66,152
66,1188
67,2467
67,2514
67,1221
67,1356
67,103
67,49
67,1676
67,2284
67,2666
67,1763
67,456
67,2761
67,825
67,836
67,2192
67,570
67,1116
67,1932
67,991
67,1306
67,2107
67,103
67,688
67,635
67,2657
67,1497
67,33
67,2760
67,1447
67,2790
67,1564
67,2304
67,1875
67,2313
67,8
67,2375
67,2761
67,903
67,2261
67,1576
67,1572
67,599
67,1165
67,449
67,1115
67,1074
67,110
67,16
67,1
67,2565
67,1715
67,549
67,2878
67,2444
67,2235
67,978
67,2145
67,972
67,2444
67,328
67,901
67,1407
67,486
67,64
67,157
67,2878
67,836
67,1662
67,1905
67,103
67,349
67,1011
67,115
67,658
67,208
67,446
67,2103
67,507
67,54
67,572
67,532
67,2693
67,635
67,89
67,1165
67,1042
67,2261
67,1825
67,228
67,783
67,1512
67,2087
67,791
67,704
67,635
67,2312
67,993
67,599
67,2612
67,1900
67,1816
67,1058
67,632
67,1366
67,1794
67,1277
67,599
67,655
67,1299
67,9
67,1499
67,928
67,761
67,155
67,1034
67,1407
67,685
67,2596
67,901
67,926
67,2262
67,105
67,2534
67,635
67,483
67,1168
67,639
67,1720
67,589
67,7
67,1877
67,1691
67,2776
67,2715
67,1702
67,2373
67,2322
67,50
67,778
67,1985
67,2144
67,76
67,2763
67,1008
67,546
67,2743
67,2400
67,1799
67,1043
67,586
67,1452
67,2225
67,902
67,1265
67,1406
67,1198
67,1532
67,1058
67,1662
67,1626
67,152
67,2304
67,1221
67,1006
67,1786
67,2444
67,2746
67,929
67,16
67,872
67,282
67,1663
67,2807
67,150
67,1326
67,635
67,112
67,1237
67,693
67,2237
67,1876
67,1960
67,709
67,174
67,1399
67,550
67,1042
67,54
67,103
67,2310
67,16
67,2451
67,2311
67,189
67,54
67,1105
67,210
67,301
67,309
67,2609
67,2534
67,2304
67,1317
67,178
67,1406
67,822
67,2051
67,573
67,2116
67,2014
67,2820
67,1821
67,50
67,1156
67,2310
67,2776
67,2261
67,710
67,296
67,2145
67,1893
67,113
67,2777
67,962
67,2761
67,2056
67,1098
67,1058
67,142
67,359
67,2005
67,2688
67,2524
67,978
67,70
67,2314
67,2873
67,450
67,627
67,988
67,2761
67,635
67,390
67,1811
67,1784
67,2056
67,920
67,2760
67,2848
67,1071
67,825
67,2312
67,2370
67,210
67,2585
67,2051
67,1452
67,301
67,207
67,2091
67,1362
67,54
67,2746
67,2790
67,648
67,316
67,1065
67,550
67,16
67,1269
67,2116
67,1581
67,1188
67,2855
67,2056
67,488
68,928
68,928
68,348
68,2771
68,1239
68,415
68,2383
68,2763
69,247
69,64
70,2033
70,369
70,2529
70,239
70,1676
70,2300
70,1676
70,1591
70,239
70,2033
70,1676
70,239
70,2033
70,2414
70,745
70,2033
70,239
70,239
70,2576
70,1676
70,1676
70,2033
70,1676
70,239
70,2414
70,239
70,2033
70,239
70,1676
70,1676
70,2033
70,2033
70,1676
70,334
70,374
70,239
70,1676
70,1676
70,239
70,2033
70,239
70,1676
70,369
70,239
70,369
70,1676
70,2473
70,2033
70,2135
70,115
70,2033
70,239
70,1676
70,1005
70,1676
70,836
70,2033
70,239
70,1676
70,239
70,2286
70,1403
70,2033
70,2806
70,239
70,2033
70,2160
70,1932
70,239
71,103
71,2685
71,610
71,1792
71,9
71,421
71,2204
71,421
71,421
71,1527
71,2649
71,1500
71,358
71,2690
71,2121
71,1863
71,119
71,17
71,2055
71,1991
71,421
71,878
71,2043
71,1825
71,995
71,2489
71,1515
71,2017
71,2389
71,302
71,966
71,2017
71,358
71,2218
71,2259
71,421
71,1245
71,966
71,1374
71,695
72,2142
72,2084
72,559
72,2598
72,38
72,1321
72,770
72,2490
72,411
72,1261
72,436
72,1937
72,2015
72,705
72,563
72,1139
72,1404
72,411
72,1637
72,44
72,1404
72,1901
72,259
72,1625
72,2536
72,2632
72,1320
72,501
72,2372
72,865
72,865
72,1919
72,1321
72,436
72,476
72,821
72,2122
72,1637
72,1482
72,1152
72,1650
72,1404
72,1546
72,2015
72,2266
72,1111
72,1404
72,2531
72,848
72,617
72,2278
72,2149
72,2375
72,835
72,501
72,1984
72,2122
72,1154
73,1086
73,1498
73,398
73,2666
74,1472
75,1135
76,2624
76,573
76,2022
76,1961
76,2208
76,1955
76,1316
76,2726
76,34
76,563
76,1786
76,357
76,2486
76,2753
77,966
77,421
78,1333
78,2186
78,720
78,1986
78,662
78,1878
78,720
79,1354
79,1127
80,105
80,384
80,2445
80,1146
80,1433
80,1211
80,321
80,1176
80,1308
80,2851
80,545
80,2457
80,390
80,361
80,66
80,1067
80,64
80,575
80,2259
80,1216
80,2804
80,2831
80,166
80,1299
80,2487
80,2804
80,249
80,2445
80,26
80,1998
80,405
80,1675
80,480
80,1402
80,347
80,1498
80,64
80,2615
80,2564
80,2175
80,405
80,1185
80,347
80,2585
80,2296
80,1213
80,2296
80,1950
80,153
80,2355
80,2201
80,1986
80,2851
80,2841
80,1033
80,269
80,1452
80,2746
80,1402
80,1185
80,198
80,2605
80,1402
80,1402
80,2296
80,1452
80,1452
80,2419
80,830
80,2208
80,2761
80,2296
80,1146
80,240
80,1299
80,1981
80,2259
80,113
80,575
80,1786
80,1188
80,2433
80,1620
80,2248
80,2355
80,363
80,2862
80,665
80,1318
80,444
80,1452
80,2030
80,1185
80,1998
80,2641
80,49
80,1053
80,97
80,2201
80,198
80,1968
80,1216
80,2804
80,1308
80,269
80,2355
80,1961
80,2419
80,2734
80,1950
80,2804
80,129
80,1308
80,2862
80,153
80,2862
80,361
80,1902
80,2862
80,843
80,1185
80,1308
80,97
80,390
80,361
80,2841
80,1786
80,2615
80,1321
80,1402
80,2342
80,641
80,1464
80,2862
80,1274
80,2347
80,1998
80,1677
80,1213
80,1937
80,1677
80,107
80,384
80,2865
80,2201
80,1675
80,1274
80,97
80,1828
80,2201
80,466
80,321
80,1185
80,384
80,2185
80,1308
81,1880
81,318
81,662
82,2840
82,2537
82,649
82,1684
82,891
82,901
82,1375
82,1507
82,1660
82,2321
82,932
82,1657
82,713
82,1507
82,97
82,2666
82,954
82,1375
82,2186
82,1507
82,1507
82,785
82,97
82,1186
82,2702
82,2477
82,418
82,1477
83,583
83,1244
83,415
83,2673
83,1799
83,2232
83,2746
83,2232
83,415
83,1878
83,1980
83,415
84,1193
84,1937
84,237
84,1732
84,887
84,1408
84,2756
84,237
84,2746
84,848
85,939
85,261
85,717
85,425
85,939
85,19
85,418
85,1094
85,2874
85,939
85,2100
85,2482
85,717
85,2623
85,418
85,1884
85,719
85,2874
85,614
85,986
85,2785
85,1445
85,2623
85,840
85,2767
85,1884
85,2100
85,840
85,424
85,830
85,840
85,32
85,2035
85,418
85,717
86,872
86,613
87,2208
87,480
87,2052
87,2337
87,1786
87,1238
87,282
87,686
87,2767
87,817
87,1955
87,1907
87,2612
87,2874
87,2688
88,286
88,2869
88,507
88,2257
88,2615
88,2414
88,732
88,191
88,2298
88,880
88,788
88,2206
88,994
88,2661
88,2160
88,1741
88,668
88,1792
88,2017
88,2056
88,560
88,314
88,560
88,2615
88,314
88,560
88,1573
88,2281
88,2206
88,314
88,314
88,1792
88,2615
88,2615
88,721
88,2615
88,540
88,2549
88,560
88,2206
88,286
88,2615
88,1188
88,2615
88,1792
88,2335
88,2056
88,664
88,2298
88,1305
88,2143
88,2615
88,880
88,2615
88,880
88,806
88,1660
88,421
89,347
89,2463
90,2068
90,2378
90,2270
90,272
91,2251
91,1637
91,1937
91,1141
92,920
92,2153
92,1414
92,674
92,1930
92,1201
92,2805
92,1300
92,169
92,2334
92,994
92,390
92,1930
92,145
92,1565
92,57
92,1067
92,2017
92,1775
92,1820
92,2805
92,2278
92,1886
92,56
92,214
92,1075
92,1445
92,952
92,1820
92,1197
92,1122
92,1940
92,1285
92,498
92,2610
92,952
92,806
92,1414
92,1762
92,2160
92,56
92,364
92,749
92,379
92,848
92,1667
92,1597
92,2722
92,2702
92,2351
92,806
92,209
92,2584
92,2288
92,431
92,1197
92,2070
92,209
92,1667
92,755
92,501
92,448
92,802
92,2309
92,430
92,2576
92,2785
92,2805
92,412
92,1402
92,2334
92,2549
92,642
92,932
92,1507
92,2309
92,214
92,141
92,1496
92,1864
92,987
92,1524
92,1425
92,2805
92,282
92,2714
92,1498
92,2254
92,952
92,1284
92,296
92,1445
92,853
92,412
92,1621
92,969
92,2262
92,2447
92,1878
92,319
92,348
92,1286
92,759
92,2351
92,1323
92,119
92,1210
92,1284
92,1666
92,2546
92,2665
92,1323
92,2155
92,1940
92,141
92,141
92,2614
92,1201
92,1524
92,2422
92,1227
92,2278
92,1550
92,2278
92,2447
92,1647
93,2030
93,2030
94,662
94,1550
94,1510
94,2491
94,379
94,856
94,617
94,662
94,2491
94,662
94,1556
94,1643
94,1556
94,136
94,113
94,856
94,2491
94,1556
94,2321
94,662
94,2491
94,2610
94,2812
94,379
94,1712
94,1492
94,1578
94,1550
94,136
94,2491
94,1556
94,2491
94,662
94,2812
94,617
95,2426
95,1111
95,2711
95,1197
95,379
95,1921
95,2537
95,2771
95,2750
95,2020
95,2394
95,1908
95,188
95,2232
96,1293
96,398
96,43
97,457
97,876
97,1498
97,637
97,2005
97,2518
97,1351
97,986
97,2055
98,2321
98,2716
98,583
98,209
98,2321
98,2002
98,652
98,1139
98,2321
99,1139
99,831
99,662
99,2466
99,1453
99,2554
99,2298
99,2554
99,831
99,1550
99,662
99,1955
99,1837
99,831
99,2029
99,1597
99,1666
99,1858
99,1210
99,662
100,2592
100,379
100,2666
100,2592
100,415
100,415
100,2592
101,1544
101,720
101,2877
101,977
101,1862
101,1862
101,1955
101,1544
101,1858
101,1878
101,1986
101,2487
101,720
101,662
101,418
101,1534
101,379
101,2258
101,1531
102,815
102,1721
103,1544
103,246
103,2623
103,2035
104,2298
105,572
105,2281
105,480
105,1432
105,2536
105,475
105,998
105,2623
105,1823
105,35
105,1812
105,858
105,2600
105,1009
105,2258
105,2714
105,2414
105,1796
105,2367
105,620
105,2258
105,1496
105,2341
105,1217
105,2748
105,1362
105,1526
105,425
105,1554
105,42
105,1308
105,2258
105,2831
105,2258
105,830
105,401
105,148
105,1747
105,2463
105,1796
105,2788
105,2746
105,141
105,1799
105,480
105,246
105,152
105,2862
105,347
105,2820
105,1745
105,1498
105,2666
105,347
105,1164
105,242
105,750
105,1086
105,2155
105,2035
106,735
106,2187
106,0
106,1878
106,720
106,0
106,2263
106,2208
106,382
106,1935
106,2666
106,1049
106,2666
106,1270
106,1935
106,1878
107,928
107,2517
108,253
108,1507
108,253
108,898
108,682
108,2258
108,417
108,1245
108,253
108,1741
108,417
108,1153
108,140
108,713
108,2285
108,228
108,299
108,1674
109,2746
109,2505
109,425
109,1445
109,2031
109,2876
109,1201
109,746
109,1820
109,1458
109,2785
109,2447
109,2785
109,2125
109,1201
109,848
109,416
109,750
109,1515
109,2805
109,2785
109,1507
109,2666
109,932
109,2069
109,891
109,2155
109,75
109,1201
109,2035
109,668
109,416
109,2537
109,539
109,840
109,817
109,75
109,1201
109,1094
109,120
109,982
109,2085
110,567
110,567
110,2383
110,567
110,1498
110,2383
110,1192
110,1067
110,1284
110,583
111,416
111,2504
111,2877
111,185
111,2188
111,1697
111,312
112,708
112,2853
112,2262
112,2443
112,2052
112,1242
112,1994
112,1932
112,1808
